image,mos,reference,noise
ACPAB/15.bmp,72.14408041,15,10
waternet/16.bmp,56.11832745,16,1
funiegan/16.bmp,32.888642,16,2
fusion18/16.bmp,77.17799532,16,3
dive/16.bmp,61.33970673,16,4
fusion12/16.bmp,36.61300719,16,5
raw/16.bmp,27.46352645,16,6
HP/16.bmp,42.64754801,16,7
IBLA/16.bmp,29.37161651,16,8
twostep/16.bmp,41.83884489,16,9
ACPAB/16.bmp,40.13832435,16,10
waternet/17.bmp,49.30891502,17,1
funiegan/17.bmp,68.102206,17,2
fusion18/17.bmp,69.40450679,17,3
dive/17.bmp,70.56684647,17,4
fusion12/17.bmp,52.78622493,17,5
raw/17.bmp,48.65037165,17,6
HP/17.bmp,37.26471521,17,7
IBLA/17.bmp,55.69874886,17,8
twostep/17.bmp,54.6201854,17,9
ACPAB/17.bmp,66.28679067,17,10
waternet/18.bmp,64.56084203,18,1
funiegan/18.bmp,69.59259885,18,2
fusion18/18.bmp,63.07282679,18,3
dive/18.bmp,58.14543788,18,4
fusion12/18.bmp,48.12316303,18,5
raw/18.bmp,56.6205346,18,6
HP/18.bmp,48.03611246,18,7
IBLA/18.bmp,54.56490618,18,8
twostep/18.bmp,55.56881101,18,9
ACPAB/18.bmp,66.96579895,18,10
waternet/19.bmp,55.24080197,19,1
funiegan/19.bmp,50.92867957,19,2
fusion18/19.bmp,60.91423018,19,3
dive/19.bmp,55.14727527,19,4
fusion12/19.bmp,50.78170008,19,5
raw/19.bmp,45.53981233,19,6
HP/19.bmp,26.49728417,19,7
IBLA/19.bmp,44.37325806,19,8
twostep/19.bmp,56.52796642,19,9
ACPAB/19.bmp,38.99973019,19,10
waternet/20.bmp,65.66287442,20,1
funiegan/20.bmp,54.48651296,20,2
fusion18/20.bmp,71.03878597,20,3
dive/20.bmp,60.90796901,20,4
fusion12/20.bmp,69.45965494,20,5
raw/20.bmp,62.7047214,20,6
HP/20.bmp,29.68936237,20,7
IBLA/20.bmp,36.66369717,20,8
twostep/20.bmp,56.34023682,20,9
ACPAB/20.bmp,45.69355809,20,10
waternet/21.bmp,52.18461601,21,1
funiegan/21.bmp,50.77287398,21,2
fusion18/21.bmp,57.66924757,21,3
dive/21.bmp,51.47010032,21,4
fusion12/21.bmp,56.61935675,21,5
raw/21.bmp,43.65287155,21,6
HP/21.bmp,24.95458023,21,7
IBLA/21.bmp,57.17490294,21,8
twostep/21.bmp,51.34943106,21,9
ACPAB/21.bmp,40.11755004,21,10
waternet/22.bmp,64.5561,22,1
funiegan/22.bmp,54.7832389,22,2
fusion18/22.bmp,66.74955514,22,3
dive/22.bmp,61.53945425,22,4
fusion12/22.bmp,55.63550175,22,5
raw/22.bmp,50.10885979,22,6
HP/22.bmp,26.96547274,22,7
IBLA/22.bmp,61.99932567,22,8
twostep/22.bmp,56.67684334,22,9
ACPAB/22.bmp,45.6799011,22,10
waternet/23.bmp,49.65537583,23,1
funiegan/23.bmp,46.669127,23,2
fusion18/23.bmp,69.27217033,23,3
dive/23.bmp,57.42110273,23,4
fusion12/23.bmp,60.12440032,23,5
raw/23.bmp,46.5335012,23,6
HP/23.bmp,23.87162293,23,7
IBLA/23.bmp,60.26670351,23,8
twostep/23.bmp,45.48109858,23,9
ACPAB/23.bmp,33.45665025,23,10
waternet/24.bmp,53.00334501,24,1
funiegan/24.bmp,46.52631724,24,2
fusion18/24.bmp,49.79143842,24,3
dive/24.bmp,56.26567262,24,4
fusion12/24.bmp,46.24640427,24,5
raw/24.bmp,41.18284602,24,6
HP/24.bmp,25.61338279,24,7
IBLA/24.bmp,57.65948799,24,8
twostep/24.bmp,51.60554301,24,9
ACPAB/24.bmp,39.13897828,24,10
waternet/25.bmp,49.13766045,25,1
funiegan/25.bmp,59.46835399,25,2
fusion18/25.bmp,64.07347651,25,3
dive/25.bmp,53.32045143,25,4
fusion12/25.bmp,53.00252299,25,5
raw/25.bmp,52.20492954,25,6
HP/25.bmp,32.62879637,25,7
IBLA/25.bmp,51.33895088,25,8
twostep/25.bmp,36.32593727,25,9
ACPAB/25.bmp,54.12515618,25,10
waternet/26.bmp,57.59788649,26,1
funiegan/26.bmp,53.84635932,26,2
fusion18/26.bmp,65.15733233,26,3
dive/26.bmp,66.02434291,26,4
fusion12/26.bmp,53.20338934,26,5
raw/26.bmp,66.093458,26,6
HP/26.bmp,40.14576642,26,7
IBLA/26.bmp,50.80784906,26,8
twostep/26.bmp,64.08781347,26,9
ACPAB/26.bmp,31.91889955,26,10
waternet/27.bmp,51.27290389,27,1
funiegan/27.bmp,62.35190475,27,2
fusion18/27.bmp,73.86745339,27,3
dive/27.bmp,55.88680613,27,4
fusion12/27.bmp,49.25120861,27,5
raw/27.bmp,49.72151248,27,6
HP/27.bmp,23.70987087,27,7
IBLA/27.bmp,54.06244478,27,8
twostep/27.bmp,35.2703126,27,9
ACPAB/27.bmp,42.74507912,27,10
waternet/28.bmp,58.94768176,28,1
funiegan/28.bmp,65.21720355,28,2
fusion18/28.bmp,64.62931776,28,3
dive/28.bmp,59.23167111,28,4
fusion12/28.bmp,51.73325136,28,5
raw/28.bmp,54.05623694,28,6
HP/28.bmp,50.31505644,28,7
IBLA/28.bmp,52.87758767,28,8
twostep/28.bmp,54.93975525,28,9
ACPAB/28.bmp,69.95406956,28,10
waternet/29.bmp,55.59717406,29,1
funiegan/29.bmp,52.41589836,29,2
fusion18/29.bmp,62.47132114,29,3
dive/29.bmp,41.87097752,29,4
fusion12/29.bmp,51.20431196,29,5
raw/29.bmp,49.34352344,29,6
HP/29.bmp,21.88589725,29,7
IBLA/29.bmp,45.48143021,29,8
twostep/29.bmp,52.08363702,29,9
ACPAB/29.bmp,43.55418785,29,10
waternet/30.bmp,51.98984893,30,1
funiegan/30.bmp,74.98258878,30,2
fusion18/30.bmp,61.87811577,30,3
dive/30.bmp,66.60054409,30,4
fusion12/30.bmp,53.36787423,30,5
raw/30.bmp,55.04074836,30,6
HP/30.bmp,51.95450526,30,7
IBLA/30.bmp,42.12093443,30,8
twostep/30.bmp,63.16196965,30,9
ACPAB/30.bmp,74.80600205,30,10
waternet/31.bmp,56.15252523,31,1
funiegan/31.bmp,60.26562799,31,2
fusion18/31.bmp,67.62270938,31,3
dive/31.bmp,59.7542443,31,4
fusion12/31.bmp,49.01404427,31,5
raw/31.bmp,46.55751267,31,6
HP/31.bmp,65.57838461,31,7
IBLA/31.bmp,41.72198725,31,8
twostep/31.bmp,66.97216151,31,9
ACPAB/31.bmp,68.24995443,31,10
waternet/32.bmp,51.19232009,32,1
funiegan/32.bmp,59.67737521,32,2
fusion18/32.bmp,65.40663186,32,3
dive/32.bmp,50.37871754,32,4
fusion12/32.bmp,56.03522236,32,5
raw/32.bmp,54.06958756,32,6
HP/32.bmp,26.97531584,32,7
IBLA/32.bmp,48.47507441,32,8
twostep/32.bmp,28.57343447,32,9
ACPAB/32.bmp,72.43893577,32,10
waternet/33.bmp,55.84320779,33,1
funiegan/33.bmp,61.04309887,33,2
fusion18/33.bmp,71.14641673,33,3
dive/33.bmp,71.29790681,33,4
fusion12/33.bmp,46.71251199,33,5
raw/33.bmp,38.97212935,33,6
HP/33.bmp,39.81431636,33,7
IBLA/33.bmp,49.90801117,33,8
twostep/33.bmp,42.96872096,33,9
ACPAB/33.bmp,56.24377165,33,10
waternet/34.bmp,50.49952786,34,1
funiegan/34.bmp,53.60011815,34,2
fusion18/34.bmp,76.54200865,34,3
dive/34.bmp,66.95802233,34,4
fusion12/34.bmp,60.65010859,34,5
raw/34.bmp,51.14015729,34,6
HP/34.bmp,38.11818602,34,7
IBLA/34.bmp,41.21864262,34,8
twostep/34.bmp,51.95324821,34,9
ACPAB/34.bmp,63.90977888,34,10
waternet/35.bmp,53.9800577,35,1
funiegan/35.bmp,58.30724216,35,2
fusion18/35.bmp,67.73697391,35,3
dive/35.bmp,48.93382194,35,4
fusion12/35.bmp,54.59944909,35,5
raw/35.bmp,60.28801005,35,6
HP/35.bmp,28.95001789,35,7
IBLA/35.bmp,58.00481002,35,8
twostep/35.bmp,29.95813397,35,9
ACPAB/35.bmp,68.61531688,35,10
waternet/36.bmp,49.22411484,36,1
funiegan/36.bmp,62.19891586,36,2
fusion18/36.bmp,61.88666029,36,3
dive/36.bmp,62.08532579,36,4
fusion12/36.bmp,55.56752481,36,5
raw/36.bmp,46.95227783,36,6
HP/36.bmp,26.68774461,36,7
IBLA/36.bmp,56.83603087,36,8
twostep/36.bmp,43.29631225,36,9
ACPAB/36.bmp,73.53238811,36,10
waternet/37.bmp,54.97595893,37,1
funiegan/37.bmp,57.35005457,37,2
fusion18/37.bmp,72.78273798,37,3
dive/37.bmp,60.40093855,37,4
fusion12/37.bmp,49.15834109,37,5
raw/37.bmp,45.82373209,37,6
HP/37.bmp,23.64555557,37,7
IBLA/37.bmp,50.34162915,37,8
twostep/37.bmp,46.27942568,37,9
ACPAB/37.bmp,54.9536264,37,10
waternet/38.bmp,57.23123806,38,1
funiegan/38.bmp,56.14993518,38,2
fusion18/38.bmp,69.00418895,38,3
dive/38.bmp,58.27249895,38,4
fusion12/38.bmp,50.15153104,38,5
raw/38.bmp,51.84395502,38,6
HP/38.bmp,20.84574624,38,7
IBLA/38.bmp,26.10220039,38,8
twostep/38.bmp,44.54570387,38,9
ACPAB/38.bmp,61.43429634,38,10
waternet/39.bmp,51.51114701,39,1
funiegan/39.bmp,63.51529766,39,2
fusion18/39.bmp,55.76670808,39,3
dive/39.bmp,56.47904301,39,4
fusion12/39.bmp,55.57745548,39,5
raw/39.bmp,66.4271334,39,6
HP/39.bmp,37.62986443,39,7
IBLA/39.bmp,28.24409194,39,8
twostep/39.bmp,50.88591301,39,9
ACPAB/39.bmp,46.25360617,39,10
waternet/40.bmp,44.21917457,40,1
funiegan/40.bmp,50.04246699,40,2
fusion18/40.bmp,61.41255593,40,3
dive/40.bmp,56.92417553,40,4
fusion12/40.bmp,56.60961678,40,5
raw/40.bmp,48.68278131,40,6
HP/40.bmp,21.88589725,40,7
IBLA/40.bmp,50.91527602,40,8
twostep/40.bmp,47.74616665,40,9
ACPAB/40.bmp,45.60031373,40,10
waternet/41.bmp,56.21598235,41,1
funiegan/41.bmp,54.41945881,41,2
fusion18/41.bmp,71.00010251,41,3
dive/41.bmp,65.45415588,41,4
fusion12/41.bmp,54.09808407,41,5
raw/41.bmp,43.11834819,41,6
HP/41.bmp,29.76013001,41,7
IBLA/41.bmp,54.14878001,41,8
twostep/41.bmp,45.07472815,41,9
ACPAB/41.bmp,46.49426906,41,10
waternet/42.bmp,51.80931389,42,1
funiegan/42.bmp,51.48244653,42,2
fusion18/42.bmp,64.25702061,42,3
dive/42.bmp,44.85015726,42,4
fusion12/42.bmp,51.45392095,42,5
raw/42.bmp,38.70679078,42,6
HP/42.bmp,35.5089504,42,7
IBLA/42.bmp,45.51642016,42,8
twostep/42.bmp,40.39155097,42,9
ACPAB/42.bmp,55.39326793,42,10
waternet/43.bmp,64.77866456,43,1
funiegan/43.bmp,45.68778953,43,2
fusion18/43.bmp,71.5047083,43,3
dive/43.bmp,62.02703742,43,4
fusion12/43.bmp,54.36431926,43,5
raw/43.bmp,43.84427151,43,6
HP/43.bmp,34.72205358,43,7
IBLA/43.bmp,42.31749737,43,8
twostep/43.bmp,50.13739338,43,9
ACPAB/43.bmp,59.03980918,43,10
waternet/44.bmp,55.58530391,44,1
funiegan/44.bmp,48.84396319,44,2
fusion18/44.bmp,59.44617452,44,3
dive/44.bmp,45.60424001,44,4
fusion12/44.bmp,68.38421428,44,5
raw/44.bmp,44.89943569,44,6
HP/44.bmp,62.5177809,44,7
IBLA/44.bmp,48.79547963,44,8
twostep/44.bmp,44.04024092,44,9
ACPAB/44.bmp,47.49526269,44,10
waternet/45.bmp,62.10039932,45,1
funiegan/45.bmp,46.5738931,45,2
fusion18/45.bmp,75.59076253,45,3
dive/45.bmp,67.99965126,45,4
fusion12/45.bmp,51.88733988,45,5
raw/45.bmp,47.29870125,45,6
HP/45.bmp,54.44294574,45,7
IBLA/45.bmp,55.19805248,45,8
twostep/45.bmp,65.38917156,45,9
ACPAB/45.bmp,69.97948708,45,10
waternet/46.bmp,52.71686504,46,1
funiegan/46.bmp,46.32986059,46,2
fusion18/46.bmp,63.78864855,46,3
dive/46.bmp,49.10677886,46,4
fusion12/46.bmp,57.24789268,46,5
raw/46.bmp,39.11061018,46,6
HP/46.bmp,22.08375776,46,7
IBLA/46.bmp,49.19666204,46,8
twostep/46.bmp,29.47957268,46,9
ACPAB/46.bmp,51.63470595,46,10
waternet/47.bmp,60.21557909,47,1
funiegan/47.bmp,28.97477308,47,2
fusion18/47.bmp,65.67071059,47,3
dive/47.bmp,51.92835392,47,4
fusion12/47.bmp,55.61460054,47,5
raw/47.bmp,31.05054256,47,6
HP/47.bmp,43.60974087,47,7
IBLA/47.bmp,34.83118607,47,8
twostep/47.bmp,65.5770314,47,9
ACPAB/47.bmp,52.04459502,47,10
waternet/48.bmp,53.88769352,48,1
funiegan/48.bmp,54.05345663,48,2
fusion18/48.bmp,74.76203019,48,3
dive/48.bmp,56.98242403,48,4
fusion12/48.bmp,59.3311013,48,5
raw/48.bmp,39.53401029,48,6
HP/48.bmp,46.18330465,48,7
IBLA/48.bmp,52.28219155,48,8
twostep/48.bmp,46.67592982,48,9
ACPAB/48.bmp,44.11531616,48,10
waternet/49.bmp,58.44608113,49,1
funiegan/49.bmp,67.92389575,49,2
fusion18/49.bmp,61.9045228,49,3
dive/49.bmp,58.79333247,49,4
fusion12/49.bmp,52.5971911,49,5
raw/49.bmp,56.79893768,49,6
HP/49.bmp,45.4951992,49,7
IBLA/49.bmp,57.68292151,49,8
twostep/49.bmp,58.95205533,49,9
ACPAB/49.bmp,73.5648959,49,10
waternet/50.bmp,52.72529879,50,1
funiegan/50.bmp,53.45827099,50,2
fusion18/50.bmp,63.15656084,50,3
dive/50.bmp,51.74565135,50,4
fusion12/50.bmp,59.91623914,50,5
raw/50.bmp,54.80013037,50,6
HP/50.bmp,50.80242321,50,7
IBLA/50.bmp,25.62457966,50,8
twostep/50.bmp,62.62315009,50,9
ACPAB/50.bmp,56.51122469,50,10
waternet/51.bmp,50.73903589,51,1
funiegan/51.bmp,58.36835109,51,2
fusion18/51.bmp,57.93710041,51,3
dive/51.bmp,63.80008231,51,4
fusion12/51.bmp,49.12748408,51,5
raw/51.bmp,49.82261156,51,6
HP/51.bmp,21.88589725,51,7
IBLA/51.bmp,53.38139217,51,8
twostep/51.bmp,43.99579844,51,9
ACPAB/51.bmp,39.57089956,51,10
waternet/52.bmp,53.3256524,52,1
funiegan/52.bmp,42.63398955,52,2
fusion18/52.bmp,53.07285726,52,3
dive/52.bmp,52.61540475,52,4
fusion12/52.bmp,41.70979994,52,5
raw/52.bmp,40.20675607,52,6
HP/52.bmp,22.5231887,52,7
IBLA/52.bmp,33.08127906,52,8
twostep/52.bmp,43.34833478,52,9
ACPAB/52.bmp,34.37896909,52,10
waternet/53.bmp,56.95086201,53,1
funiegan/53.bmp,66.45660061,53,2
fusion18/53.bmp,60.47905633,53,3
dive/53.bmp,62.28938023,53,4
fusion12/53.bmp,53.02371094,53,5
raw/53.bmp,51.09492507,53,6
HP/53.bmp,35.84992841,53,7
IBLA/53.bmp,48.62655926,53,8
twostep/53.bmp,37.07579453,53,9
ACPAB/53.bmp,67.94426299,53,10
waternet/54.bmp,56.47341764,54,1
funiegan/54.bmp,68.02087782,54,2
fusion18/54.bmp,61.10381152,54,3
dive/54.bmp,61.12743831,54,4
fusion12/54.bmp,54.91102932,54,5
raw/54.bmp,57.09454942,54,6
HP/54.bmp,33.46711596,54,7
IBLA/54.bmp,62.60704125,54,8
twostep/54.bmp,47.67113001,54,9
ACPAB/54.bmp,72.02593351,54,10
waternet/55.bmp,55.14740003,55,1
funiegan/55.bmp,66.74183146,55,2
fusion18/55.bmp,70.34966218,55,3
dive/55.bmp,69.26156018,55,4
fusion12/55.bmp,58.97170618,55,5
raw/55.bmp,62.2630319,55,6
HP/55.bmp,38.25004327,55,7
IBLA/55.bmp,53.6500202,55,8
twostep/55.bmp,48.57489122,55,9
ACPAB/55.bmp,56.28618166,55,10
waternet/56.bmp,55.30992431,56,1
funiegan/56.bmp,61.91787008,56,2
fusion18/56.bmp,64.76168564,56,3
dive/56.bmp,45.07245628,56,4
fusion12/56.bmp,57.82122569,56,5
raw/56.bmp,55.89705992,56,6
HP/56.bmp,29.28866598,56,7
IBLA/56.bmp,67.07456927,56,8
twostep/56.bmp,32.18842797,56,9
ACPAB/56.bmp,69.46481289,56,10
waternet/57.bmp,60.19550661,57,1
funiegan/57.bmp,53.4963176,57,2
fusion18/57.bmp,72.46789101,57,3
dive/57.bmp,69.72492523,57,4
fusion12/57.bmp,58.96312957,57,5
raw/57.bmp,46.91367534,57,6
HP/57.bmp,32.07727963,57,7
IBLA/57.bmp,27.3666042,57,8
twostep/57.bmp,41.09104703,57,9
ACPAB/57.bmp,37.99878617,57,10
waternet/58.bmp,57.07647204,58,1
funiegan/58.bmp,46.66420308,58,2
fusion18/58.bmp,63.73309193,58,3
dive/58.bmp,52.43067316,58,4
fusion12/58.bmp,51.45658006,58,5
raw/58.bmp,53.72744305,58,6
HP/58.bmp,23.27647394,58,7
IBLA/58.bmp,47.88442723,58,8
twostep/58.bmp,60.39363186,58,9
ACPAB/58.bmp,52.6024468,58,10
waternet/59.bmp,58.52595349,59,1
funiegan/59.bmp,56.73364865,59,2
fusion18/59.bmp,67.71661725,59,3
dive/59.bmp,67.41169123,59,4
fusion12/59.bmp,50.34482734,59,5
raw/59.bmp,36.65416055,59,6
HP/59.bmp,35.79501626,59,7
IBLA/59.bmp,46.82709914,59,8
twostep/59.bmp,44.41948185,59,9
ACPAB/59.bmp,71.32656767,59,10
waternet/60.bmp,52.82400397,60,1
funiegan/60.bmp,47.14272343,60,2
fusion18/60.bmp,63.29083098,60,3
dive/60.bmp,49.92436021,60,4
fusion12/60.bmp,59.01387631,60,5
raw/60.bmp,39.24549713,60,6
HP/60.bmp,22.54679565,60,7
IBLA/60.bmp,49.09562036,60,8
twostep/60.bmp,49.17107264,60,9
ACPAB/60.bmp,36.47912226,60,10
waternet/61.bmp,56.25484923,61,1
funiegan/61.bmp,52.77842684,61,2
fusion18/61.bmp,73.53247906,61,3
dive/61.bmp,37.29448402,61,4
fusion12/61.bmp,57.05979083,61,5
raw/61.bmp,39.69508928,61,6
HP/61.bmp,26.02518099,61,7
IBLA/61.bmp,47.17639445,61,8
twostep/61.bmp,37.3696288,61,9
ACPAB/61.bmp,35.07160611,61,10
waternet/62.bmp,55.20692915,62,1
funiegan/62.bmp,56.52743489,62,2
fusion18/62.bmp,59.54014745,62,3
dive/62.bmp,47.06624655,62,4
fusion12/62.bmp,40.468534,62,5
raw/62.bmp,44.41742667,62,6
HP/62.bmp,40.73094872,62,7
IBLA/62.bmp,41.36731831,62,8
twostep/62.bmp,38.79080503,62,9
ACPAB/62.bmp,50.20411085,62,10
waternet/63.bmp,46.32976363,63,1
funiegan/63.bmp,43.50482324,63,2
fusion18/63.bmp,49.74984314,63,3
dive/63.bmp,45.36718822,63,4
fusion12/63.bmp,25.74347554,63,5
raw/63.bmp,45.41673992,63,6
HP/63.bmp,25.07010482,63,7
IBLA/63.bmp,41.48804965,63,8
twostep/63.bmp,37.11993139,63,9
ACPAB/63.bmp,30.04038524,63,10
waternet/64.bmp,55.127331,64,1
funiegan/64.bmp,56.2961848,64,2
fusion18/64.bmp,63.51977726,64,3
dive/64.bmp,63.59167077,64,4
fusion12/64.bmp,64.96859727,64,5
raw/64.bmp,61.95325429,64,6
HP/64.bmp,32.89939666,64,7
IBLA/64.bmp,50.2145875,64,8
twostep/64.bmp,50.97028573,64,9
ACPAB/64.bmp,48.60030162,64,10
waternet/65.bmp,65.09245111,65,1
funiegan/65.bmp,53.6341824,65,2
fusion18/65.bmp,75.72872693,65,3
dive/65.bmp,71.09171903,65,4
fusion12/65.bmp,52.95855043,65,5
raw/65.bmp,53.3071318,65,6
HP/65.bmp,63.08371934,65,7
IBLA/65.bmp,52.29404664,65,8
twostep/65.bmp,58.77032928,65,9
ACPAB/65.bmp,55.80942618,65,10
waternet/66.bmp,61.62407647,66,1
funiegan/66.bmp,41.13708076,66,2
fusion18/66.bmp,72.02989549,66,3
dive/66.bmp,73.17005828,66,4
fusion12/66.bmp,53.02375869,66,5
raw/66.bmp,49.59467696,66,6
HP/66.bmp,56.57046242,66,7
IBLA/66.bmp,44.70120054,66,8
twostep/66.bmp,55.57798557,66,9
ACPAB/66.bmp,61.38158974,66,10
waternet/67.bmp,55.34861783,67,1
funiegan/67.bmp,33.37672197,67,2
fusion18/67.bmp,65.87512661,67,3
dive/67.bmp,55.72186862,67,4
fusion12/67.bmp,51.06444389,67,5
raw/67.bmp,51.74466304,67,6
HP/67.bmp,22.54679565,67,7
IBLA/67.bmp,47.87940609,67,8
twostep/67.bmp,28.34167653,67,9
ACPAB/67.bmp,45.30635382,67,10
waternet/68.bmp,59.90176636,68,1
funiegan/68.bmp,53.602875,68,2
fusion18/68.bmp,60.50585193,68,3
dive/68.bmp,55.25763027,68,4
fusion12/68.bmp,57.85573554,68,5
raw/68.bmp,43.32841874,68,6
HP/68.bmp,50.81768404,68,7
IBLA/68.bmp,47.28480413,68,8
twostep/68.bmp,57.44140981,68,9
ACPAB/68.bmp,58.87126854,68,10
waternet/69.bmp,52.62895107,69,1
funiegan/69.bmp,40.45706387,69,2
fusion18/69.bmp,60.39786751,69,3
dive/69.bmp,61.33681143,69,4
fusion12/69.bmp,55.40980319,69,5
raw/69.bmp,43.71222006,69,6
HP/69.bmp,21.71284929,69,7
IBLA/69.bmp,45.81130164,69,8
twostep/69.bmp,53.002596,69,9
