dmos,image,noise,reference,,,,
0.706302613,i01_09_2.bmp,9,1,,,,
0.600434317,i01_09_3.bmp,9,1,,,,
0.368393272,i01_09_4.bmp,9,1,,,,
0.186193948,i01_09_5.bmp,9,1,,,,
0.821953077,i01_10_1.bmp,10,1,,,,
0.818077503,i01_10_2.bmp,10,1,,,,
0.670444228,i01_10_3.bmp,10,1,,,,
0.426542664,i01_10_4.bmp,10,1,,,,
0.263725514,i01_10_5.bmp,10,1,,,,
0.813536397,I01_11_1.BMP,11,1,,,,
0.77931172,i01_11_2.bmp,11,1,,,,
0.638568992,i01_11_3.bmp,11,1,,,,
0.492444638,i01_11_4.bmp,11,1,,,,
0.174564356,i01_11_5.bmp,11,1,,,,
0.818077503,i01_12_1.bmp,12,1,,,,
0.806446477,i01_12_2.bmp,12,1,,,,
0.569976204,i01_12_3.bmp,12,1,,,,
0.515056936,i01_12_4.bmp,12,1,,,,
0.457554429,i01_12_5.bmp,12,1,,,,
0.74829852,I01_13_1.BMP,13,1,,,,
0.526669315,i01_13_2.bmp,13,1,,,,
0.435372432,i01_13_3.bmp,13,1,,,,
0.419435532,i01_13_4.bmp,13,1,,,,
0.411036063,i01_13_5.bmp,13,1,,,,
0.782002533,i01_14_1.bmp,14,1,,,,
0.833582669,i01_14_2.bmp,14,1,,,,
0.790941311,i01_14_3.bmp,14,1,,,,
0.762082483,i01_14_4.bmp,14,1,,,,
0.606461394,i01_14_5.bmp,14,1,,,,
0.371623395,i01_15_1.bmp,15,1,,,,
0.370940652,i01_15_2.bmp,15,1,,,,
0.411036063,i01_15_3.bmp,15,1,,,,
0.479198551,i01_15_4.bmp,15,1,,,,
0.523456404,i01_15_5.bmp,15,1,,,,
0.797940868,i01_16_1.bmp,16,1,,,,
0.833582669,i01_16_2.bmp,16,1,,,,
0.666459644,i01_16_3.bmp,16,1,,,,
0.686381129,i01_16_4.bmp,16,1,,,,
0.566852222,i01_16_5.bmp,16,1,,,,
0.73279192,i01_17_1.bmp,17,1,,,,
0.914991243,i01_17_2.bmp,17,1,,,,
0.550592596,i01_17_3.bmp,17,1,,,,
0.86071886,i01_17_4.bmp,17,1,,,,
0.391431567,i01_17_5.bmp,17,1,,,,
0.628124162,i01_18_1.bmp,18,1,,,,
0.570836806,i01_18_2.bmp,18,1,,,,
0.5061784,i01_18_3.bmp,18,1,,,,
0.46326165,i01_18_4.bmp,18,1,,,,
0.455293917,i01_18_5.bmp,18,1,,,,
0.817860918,i01_19_1.bmp,19,1,,,,
0.750128732,i01_19_2.bmp,19,1,,,,
0.694026136,i01_19_3.bmp,19,1,,,,
0.614664358,i01_19_4.bmp,19,1,,,,
0.530993837,i01_19_5.bmp,19,1,,,,
0.80533917,i01_20_1.bmp,20,1,,,,
0.801924018,i01_20_2.bmp,20,1,,,,
0.82981467,i01_20_3.bmp,20,1,,,,
0.694348862,i01_20_4.bmp,20,1,,,,
0.586773706,i01_20_5.bmp,20,1,,,,
0.783187294,i01_21_1.bmp,21,1,,,,
0.722239514,i01_21_2.bmp,21,1,,,,
0.635878179,i01_21_3.bmp,21,1,,,,
0.547158797,i01_21_4.bmp,21,1,,,,
0.403282046,i01_21_5.bmp,21,1,,,,
0.762082483,i01_22_1.bmp,22,1,,,,
0.709532737,i01_22_2.bmp,22,1,,,,
0.582790557,i01_22_3.bmp,22,1,,,,
0.418788646,i01_22_4.bmp,22,1,,,,
0.27998514,i01_22_5.bmp,22,1,,,,
0.866810483,i01_23_1.bmp,23,1,,,,
0.770050216,i01_23_2.bmp,23,1,,,,
0.793956284,i01_23_3.bmp,23,1,,,,
0.654507327,i01_23_4.bmp,23,1,,,,
0.310245314,i01_23_5.bmp,23,1,,,,
0.783187294,i01_24_1.bmp,24,1,,,,
0.766065632,i01_24_2.bmp,24,1,,,,
0.697903145,i01_24_3.bmp,24,1,,,,
0.407159055,i01_24_4.bmp,24,1,,,,
0.031130816,i01_24_5.bmp,24,1,,,,
0.788947585,I02_01_1.bmp,1,2,,,,
0.731574169,i02_01_2.bmp,1,2,,,,
0.714270346,i02_01_3.bmp,1,2,,,,
0.566852222,i02_01_4.bmp,1,2,,,,
0.535085996,i02_01_5.bmp,1,2,,,,
0.833799253,i02_02_1.bmp,2,2,,,,
0.833582669,i02_02_2.bmp,2,2,,,,
0.809893185,i02_02_3.bmp,2,2,,,,
0.725039337,i02_02_4.bmp,2,2,,,,
0.594742874,i02_02_5.bmp,2,2,,,,
0.653709837,i02_03_1.bmp,3,2,,,,
0.60098797,i02_03_2.bmp,3,2,,,,
0.515703821,i02_03_3.bmp,3,2,,,,
0.471230818,i02_03_4.bmp,3,2,,,,
0.383899872,i02_03_5.bmp,3,2,,,,
0.866810483,i02_04_1.bmp,4,2,,,,
0.849089269,i02_04_2.bmp,4,2,,,,
0.710285763,i02_04_3.bmp,4,2,,,,
0.645514044,i02_04_4.bmp,4,2,,,,
0.579943401,i02_04_5.bmp,4,2,,,,
0.842705042,i02_05_1.bmp,5,2,,,,
0.841766986,i02_05_2.bmp,5,2,,,,
0.744421511,i02_05_3.bmp,5,2,,,,
0.593235387,i02_05_4.bmp,5,2,,,,
0.455293917,i02_05_5.bmp,5,2,,,,
0.618648942,i02_06_1.bmp,6,2,,,,
0.578805973,i02_06_2.bmp,6,2,,,,
0.500197221,i02_06_3.bmp,6,2,,,,
0.465196568,i02_06_4.bmp,6,2,,,,
0.411036063,i02_06_5.bmp,6,2,,,,
0.813536397,i02_07_1.bmp,7,2,,,,
0.766065632,i02_07_2.bmp,7,2,,,,
0.505214526,i02_07_3.bmp,7,2,,,,
0.50407423,i02_07_4.bmp,7,2,,,,
0.375038548,i02_07_5.bmp,7,2,,,,
0.841336686,i02_08_1.bmp,8,2,,,,
0.706302613,i02_08_2.bmp,8,2,,,,
0.616827336,i02_08_3.bmp,8,2,,,,
0.515703821,i02_08_4.bmp,8,2,,,,
0.399406472,i02_08_5.bmp,8,2,,,,
0.825830086,i02_09_1.bmp,9,2,,,,
0.756162981,i02_09_2.bmp,9,2,,,,
0.614664358,i02_09_3.bmp,9,2,,,,
0.48856763,i02_09_4.bmp,9,2,,,,
0.311860376,i02_09_5.bmp,9,2,,,,
0.825830086,i02_10_1.bmp,10,2,,,,
0.821845502,i02_10_2.bmp,10,2,,,,
0.744421511,i02_10_3.bmp,10,2,,,,
0.467246234,i02_10_4.bmp,10,2,,,,
0.354549066,i02_10_5.bmp,10,2,,,,
0.813877769,I02_11_1.BMP,11,2,,,,
0.654507327,i02_11_2.bmp,11,2,,,,
0.391652455,i02_11_3.bmp,11,2,,,,
0.240466331,i02_11_4.bmp,11,2,,,,
0.148505351,i02_11_5.bmp,11,2,,,,
0.726224098,i02_12_1.bmp,12,2,,,,
0.60098797,i02_12_2.bmp,12,2,,,,
0.407159055,i02_12_3.bmp,12,2,,,,
0.349011097,i02_12_4.bmp,12,2,,,,
0.305371443,i02_12_5.bmp,12,2,,,,
0.606695191,I02_13_1.BMP,13,2,,,,
0.538963004,i02_13_2.bmp,13,2,,,,
0.451309333,i02_13_3.bmp,13,2,,,,
0.380022863,i02_13_4.bmp,13,2,,,,
0.483183135,i02_13_5.bmp,13,2,,,,
0.789971701,i02_14_1.bmp,14,2,,,,
0.837459677,i02_14_2.bmp,14,2,,,,
0.698789564,i02_14_3.bmp,14,2,,,,
0.727476273,i02_14_4.bmp,14,2,,,,
0.569976204,i02_14_5.bmp,14,2,,,,
0.45290288,i02_15_1.bmp,15,2,,,,
0.484690621,i02_15_2.bmp,15,2,,,,
0.515056936,i02_15_3.bmp,15,2,,,,
0.515703821,i02_15_4.bmp,15,2,,,,
0.567649712,i02_15_5.bmp,15,2,,,,
0.818077503,i02_16_1.bmp,16,2,,,,
0.837782403,i02_16_2.bmp,16,2,,,,
0.728914911,i02_16_3.bmp,16,2,,,,
0.702318029,i02_16_4.bmp,16,2,,,,
0.620371579,i02_16_5.bmp,16,2,,,,
0.813877769,i02_17_1.bmp,17,2,,,,
0.780750358,i02_17_2.bmp,17,2,,,,
0.659137362,i02_17_3.bmp,17,2,,,,
0.649611941,i02_17_4.bmp,17,2,,,,
0.527010687,i02_17_5.bmp,17,2,,,,
0.821845502,i02_18_1.bmp,18,2,,,,
0.767680694,i02_18_2.bmp,18,2,,,,
0.657807733,i02_18_3.bmp,18,2,,,,
0.670766953,i02_18_4.bmp,18,2,,,,
0.616827336,i02_18_5.bmp,18,2,,,,
0.793956284,i02_19_1.bmp,19,2,,,,
0.744421511,i02_19_2.bmp,19,2,,,,
0.658490477,i02_19_3.bmp,19,2,,,,
0.570836806,i02_19_4.bmp,19,2,,,,
0.50407423,i02_19_5.bmp,19,2,,,,
0.833582669,i02_20_1.bmp,20,2,,,,
0.850418898,i02_20_2.bmp,20,2,,,,
0.726224098,i02_20_3.bmp,20,2,,,,
0.538963004,i02_20_4.bmp,20,2,,,,
0.367640246,i02_20_5.bmp,20,2,,,,
0.821953077,i02_21_1.bmp,21,2,,,,
0.725039337,i02_21_2.bmp,21,2,,,,
0.625023129,i02_21_3.bmp,21,2,,,,
0.435372432,i02_21_4.bmp,21,2,,,,
0.303891209,i02_21_5.bmp,21,2,,,,
0.756051103,i02_22_1.bmp,22,2,,,,
0.717285319,i02_22_2.bmp,22,2,,,,
0.608630109,i02_22_3.bmp,22,2,,,,
0.511073787,i02_22_4.bmp,22,2,,,,
0.283969724,i02_22_5.bmp,22,2,,,,
0.937389825,i02_23_1.bmp,23,2,,,,
0.759928111,i02_23_2.bmp,23,2,,,,
0.459277066,i02_23_3.bmp,23,2,,,,
0.275355106,i02_23_4.bmp,23,2,,,,
0.08152619,i02_23_5.bmp,23,2,,,,
0.837459677,i02_24_1.bmp,24,2,,,,
0.670444228,i02_24_2.bmp,24,2,,,,
0.395529463,i02_24_3.bmp,24,2,,,,
0.268032823,i02_24_4.bmp,24,2,,,,
0.093155782,i02_24_5.bmp,24,2,,,,
0.792729928,I03_01_1.bmp,1,3,,,,
0.697494359,i03_01_2.bmp,1,3,,,,
0.637101667,i03_01_3.bmp,1,3,,,,
0.574821389,i03_01_4.bmp,1,3,,,,
0.528205489,i03_01_5.bmp,1,3,,,,
0.852251978,i03_02_1.bmp,2,3,,,,
0.866285516,i03_02_2.bmp,2,3,,,,
0.71825493,i03_02_3.bmp,2,3,,,,
0.682396545,i03_02_4.bmp,2,3,,,,
0.625023129,i03_02_5.bmp,2,3,,,,
0.632194806,i03_03_1.bmp,3,3,,,,
0.549995912,i03_03_2.bmp,3,3,,,,
0.517447973,i03_03_3.bmp,3,3,,,,
0.435984894,i03_03_4.bmp,3,3,,,,
0.380431649,i03_03_5.bmp,3,3,,,,
0.880997494,i03_04_1.bmp,4,3,,,,
0.776760037,i03_04_2.bmp,4,3,,,,
0.714669092,i03_04_3.bmp,4,3,,,,
0.625023129,i03_04_4.bmp,4,3,,,,
0.478003749,i03_04_5.bmp,4,3,,,,
0.897546856,i03_05_1.bmp,5,3,,,,
0.772986301,i03_05_2.bmp,5,3,,,,
0.725426607,i03_05_3.bmp,5,3,,,,
0.58309607,i03_05_4.bmp,5,3,,,,
0.463471063,i03_05_5.bmp,5,3,,,,
0.655974652,i03_06_1.bmp,6,3,,,,
0.616196229,i03_06_2.bmp,6,3,,,,
0.553306358,i03_06_3.bmp,6,3,,,,
0.503104619,i03_06_4.bmp,6,3,,,,
0.467246234,i03_06_5.bmp,6,3,,,,
0.678718909,i03_07_1.bmp,7,3,,,,
0.553306358,i03_07_2.bmp,7,3,,,,
0.516895754,i03_07_3.bmp,7,3,,,,
0.513862135,i03_07_4.bmp,7,3,,,,
0.483795596,i03_07_5.bmp,7,3,,,,
0.874900134,i03_08_1.bmp,8,3,,,,
0.768456669,i03_08_2.bmp,8,3,,,,
0.606904604,i03_08_3.bmp,8,3,,,,
0.503104619,i03_08_4.bmp,8,3,,,,
0.388357786,i03_08_5.bmp,8,3,,,,
0.919061887,i03_09_1.bmp,9,3,,,,
0.86260788,i03_09_2.bmp,9,3,,,,
0.750527477,i03_09_3.bmp,9,3,,,,
0.50218521,i03_09_4.bmp,9,3,,,,
0.320037522,i03_09_5.bmp,9,3,,,,
0.859800886,i03_10_1.bmp,10,3,,,,
0.778019384,i03_10_2.bmp,10,3,,,,
0.689751817,i03_10_3.bmp,10,3,,,,
0.438559526,i03_10_4.bmp,10,3,,,,
0.321973875,i03_10_5.bmp,10,3,,,,
0.73524033,I03_11_1.BMP,11,3,,,,
0.549995912,i03_11_2.bmp,11,3,,,,
0.373462213,i03_11_3.bmp,11,3,,,,
0.226351036,i03_11_4.bmp,11,3,,,,
0.06563232,i03_11_5.bmp,11,3,,,,
0.741241589,i03_12_1.bmp,12,3,,,,
0.550287082,i03_12_2.bmp,12,3,,,,
0.372882742,i03_12_3.bmp,12,3,,,,
0.409872817,i03_12_4.bmp,12,3,,,,
0.309469339,i03_12_5.bmp,12,3,,,,
0.700786159,I03_13_1.BMP,13,3,,,,
0.487474666,i03_13_2.bmp,13,3,,,,
0.528205489,i03_13_3.bmp,13,3,,,,
0.384771948,i03_13_4.bmp,13,3,,,,
0.312488615,i03_13_5.bmp,13,3,,,,
0.693429453,i03_14_1.bmp,14,3,,,,
0.825830086,i03_14_2.bmp,14,3,,,,
0.660881514,i03_14_3.bmp,14,3,,,,
0.605163321,i03_14_4.bmp,14,3,,,,
0.467246234,i03_14_5.bmp,14,3,,,,
0.49951878,i03_15_1.bmp,15,3,,,,
0.546134681,i03_15_2.bmp,15,3,,,,
0.542548843,i03_15_3.bmp,15,3,,,,
0.579418434,i03_15_4.bmp,15,3,,,,
0.652974023,i03_15_5.bmp,15,3,,,,
0.94351874,i03_16_1.bmp,16,3,,,,
0.901132695,i03_16_2.bmp,16,3,,,,
0.822244247,i03_16_3.bmp,16,3,,,,
0.836587601,i03_16_4.bmp,16,3,,,,
0.686074181,i03_16_5.bmp,16,3,,,,
0.866285516,i03_17_1.bmp,17,3,,,,
0.933405241,i03_17_2.bmp,17,3,,,,
0.711083253,i03_17_3.bmp,17,3,,,,
0.908304372,i03_17_4.bmp,17,3,,,,
0.509540482,i03_17_5.bmp,17,3,,,,
0.792729928,i03_18_1.bmp,18,3,,,,
0.785374656,i03_18_2.bmp,18,3,,,,
0.763307405,i03_18_3.bmp,18,3,,,,
0.682396545,i03_18_4.bmp,18,3,,,,
0.633326496,i03_18_5.bmp,18,3,,,,
0.755952133,i03_19_1.bmp,19,3,,,,
0.686074181,i03_19_2.bmp,19,3,,,,
0.639366483,i03_19_3.bmp,19,3,,,,
0.58309607,i03_19_4.bmp,19,3,,,,
0.494829938,i03_19_5.bmp,19,3,,,,
0.803183364,i03_20_1.bmp,20,3,,,,
0.748596861,i03_20_2.bmp,20,3,,,,
0.561609726,i03_20_3.bmp,20,3,,,,
0.42127435,i03_20_4.bmp,20,3,,,,
0.370428594,i03_20_5.bmp,20,3,,,,
0.716367345,i03_21_1.bmp,21,3,,,,
0.601485685,i03_21_2.bmp,21,3,,,,
0.52425246,i03_21_3.bmp,21,3,,,,
0.42127435,i03_21_4.bmp,21,3,,,,
0.266439277,i03_21_5.bmp,21,3,,,,
0.82215245,i03_22_1.bmp,22,3,,,,
0.733884883,i03_22_2.bmp,22,3,,,,
0.715496703,i03_22_3.bmp,22,3,,,,
0.590451342,i03_22_4.bmp,22,3,,,,
0.527638926,i03_22_5.bmp,22,3,,,,
0.928808196,i03_23_1.bmp,23,3,,,,
0.803762836,i03_23_2.bmp,23,3,,,,
0.52461965,i03_23_3.bmp,23,3,,,,
0.346459415,i03_23_4.bmp,23,3,,,,
0.248510084,i03_23_5.bmp,23,3,,,,
0.789052292,i03_24_1.bmp,24,3,,,,
0.568385526,i03_24_2.bmp,24,3,,,,
0.370428594,i03_24_3.bmp,24,3,,,,
0.22567403,i03_24_4.bmp,24,3,,,,
0.025621533,i03_24_5.bmp,24,3,,,,
0.79167856,I04_01_1.bmp,1,4,,,,
0.750698163,i04_01_2.bmp,1,4,,,,
0.672151087,i04_01_3.bmp,1,4,,,,
0.577444789,i04_01_4.bmp,1,4,,,,
0.538963004,i04_01_5.bmp,1,4,,,,
0.865274309,i04_02_1.bmp,2,4,,,,
0.847897336,i04_02_2.bmp,2,4,,,,
0.780351613,i04_02_3.bmp,2,4,,,,
0.726792095,i04_02_4.bmp,2,4,,,,
0.615928008,i04_02_5.bmp,2,4,,,,
0.650911448,i04_03_1.bmp,3,4,,,,
0.569699378,i04_03_2.bmp,3,4,,,,
0.52461965,i04_03_3.bmp,3,4,,,,
0.456488718,i04_03_4.bmp,3,4,,,,
0.398944616,i04_03_5.bmp,3,4,,,,
0.843759278,i04_04_1.bmp,4,4,,,,
0.86431187,i04_04_2.bmp,4,4,,,,
0.847345117,i04_04_3.bmp,4,4,,,,
0.750698163,i04_04_4.bmp,4,4,,,,
0.655075324,i04_04_5.bmp,4,4,,,,
0.870225635,i04_05_1.bmp,5,4,,,,
0.81183671,i04_05_2.bmp,5,4,,,,
0.729012446,i04_05_3.bmp,5,4,,,,
0.607264622,i04_05_4.bmp,5,4,,,,
0.496982875,i04_05_5.bmp,5,4,,,,
0.685811698,i04_06_1.bmp,6,4,,,,
0.619426352,i04_06_2.bmp,6,4,,,,
0.576528249,i04_06_3.bmp,6,4,,,,
0.566949757,i04_06_4.bmp,6,4,,,,
0.460074557,i04_06_5.bmp,6,4,,,,
0.638000995,i04_07_1.bmp,7,4,,,,
0.54972052,i04_07_2.bmp,7,4,,,,
0.470661386,i04_07_3.bmp,7,4,,,,
0.416020379,i04_07_4.bmp,7,4,,,,
0.388699158,i04_07_5.bmp,7,4,,,,
0.870225635,i04_08_1.bmp,8,4,,,,
0.815335054,i04_08_2.bmp,8,4,,,,
0.737037552,i04_08_3.bmp,8,4,,,,
0.592750582,i04_08_4.bmp,8,4,,,,
0.491152302,i04_08_5.bmp,8,4,,,,
0.880471093,i04_09_1.bmp,9,4,,,,
0.797843333,i04_09_2.bmp,9,4,,,,
0.689393233,i04_09_3.bmp,9,4,,,,
0.507477908,i04_09_4.bmp,9,4,,,,
0.323812693,i04_09_5.bmp,9,4,,,,
0.836075544,i04_10_1.bmp,10,4,,,,
0.822331742,i04_10_2.bmp,10,4,,,,
0.692642003,i04_10_3.bmp,10,4,,,,
0.433094708,i04_10_4.bmp,10,4,,,,
0.279417143,i04_10_5.bmp,10,4,,,,
0.725426607,I04_11_1.BMP,11,4,,,,
0.538963004,i04_11_2.bmp,11,4,,,,
0.381536087,i04_11_3.bmp,11,4,,,,
0.252095923,i04_11_4.bmp,11,4,,,,
0.091586619,i04_11_5.bmp,11,4,,,,
0.833001763,i04_12_1.bmp,12,4,,,,
0.63117069,i04_12_2.bmp,12,4,,,,
0.528717546,i04_12_3.bmp,12,4,,,,
0.381868853,i04_12_4.bmp,12,4,,,,
0.346552647,i04_12_5.bmp,12,4,,,,
0.634585843,I04_13_1.BMP,13,4,,,,
0.516895754,i04_13_2.bmp,13,4,,,,
0.446755318,i04_13_3.bmp,13,4,,,,
0.461998001,i04_13_4.bmp,13,4,,,,
0.30673693,i04_13_5.bmp,13,4,,,,
0.692642003,i04_14_1.bmp,14,4,,,,
0.883886246,i04_14_2.bmp,14,4,,,,
0.825830086,i04_14_3.bmp,14,4,,,,
0.597019164,i04_14_4.bmp,14,4,,,,
0.482989499,i04_14_5.bmp,14,4,,,,
0.450170471,i04_15_1.bmp,15,4,,,,
0.453585623,i04_15_2.bmp,15,4,,,,
0.467246234,i04_15_3.bmp,15,4,,,,
0.503979564,i04_15_4.bmp,15,4,,,,
0.546318276,i04_15_5.bmp,15,4,,,,
0.866810483,i04_16_1.bmp,16,4,,,,
0.918037772,i04_16_2.bmp,16,4,,,,
0.839490696,i04_16_3.bmp,16,4,,,,
0.778019384,i04_16_4.bmp,16,4,,,,
0.704463795,i04_16_5.bmp,16,4,,,,
0.825830086,i04_17_1.bmp,17,4,,,,
0.921452924,i04_17_2.bmp,17,4,,,,
0.650911448,i04_17_3.bmp,17,4,,,,
1,i04_17_4.bmp,17,4,,,,
0.528205489,i04_17_5.bmp,17,4,,,,
0.741868394,i04_18_1.bmp,18,4,,,,
0.685894889,i04_18_2.bmp,18,4,,,,
0.634585843,i04_18_3.bmp,18,4,,,,
0.57311453,i04_18_4.bmp,18,4,,,,
0.528467972,i04_18_5.bmp,18,4,,,,
0.74728301,i04_19_1.bmp,19,4,,,,
0.7336224,i04_19_2.bmp,19,4,,,,
0.668403169,i04_19_3.bmp,19,4,,,,
0.599922259,i04_19_4.bmp,19,4,,,,
0.562869072,i04_19_5.bmp,19,4,,,,
0.890716551,i04_20_1.bmp,20,4,,,,
0.714669092,i04_20_2.bmp,20,4,,,,
0.566284225,i04_20_3.bmp,20,4,,,,
0.412605226,i04_20_4.bmp,20,4,,,,
0.311567772,i04_20_5.bmp,20,4,,,,
0.703386609,i04_21_1.bmp,21,4,,,,
0.64391476,i04_21_2.bmp,21,4,,,,
0.511641783,i04_21_3.bmp,21,4,,,,
0.42701456,i04_21_4.bmp,21,4,,,,
0.252095923,i04_21_5.bmp,21,4,,,,
0.82932843,i04_22_1.bmp,22,4,,,,
0.795093712,i04_22_2.bmp,22,4,,,,
0.600434317,i04_22_3.bmp,22,4,,,,
0.556454724,i04_22_4.bmp,22,4,,,,
0.381868853,i04_22_5.bmp,22,4,,,,
0.886789341,i04_23_1.bmp,23,4,,,,
0.740452705,i04_23_2.bmp,23,4,,,,
0.521471284,i04_23_3.bmp,23,4,,,,
0.388532775,i04_23_4.bmp,23,4,,,,
0.176964,i04_23_5.bmp,23,4,,,,
0.760943621,i04_24_1.bmp,24,4,,,,
0.504811478,i04_24_2.bmp,24,4,,,,
0.336057614,i04_24_3.bmp,24,4,,,,
0.238435312,i04_24_4.bmp,24,4,,,,
0.049190533,i04_24_5.bmp,24,4,,,,
0.757699154,I05_01_1.bmp,1,5,,,,
0.754113315,i05_01_2.bmp,1,5,,,,
0.660329295,i05_01_3.bmp,1,5,,,,
0.546318276,i05_01_4.bmp,1,5,,,,
0.475992811,i05_01_5.bmp,1,5,,,,
0.801341677,i05_02_1.bmp,2,5,,,,
0.780351613,i05_02_2.bmp,2,5,,,,
0.729012446,i05_02_3.bmp,2,5,,,,
0.696389921,i05_02_4.bmp,2,5,,,,
0.575740798,i05_02_5.bmp,2,5,,,,
0.696389921,i05_03_1.bmp,3,5,,,,
0.608929885,i05_03_2.bmp,3,5,,,,
0.492347103,i05_03_3.bmp,3,5,,,,
0.406024496,i05_03_4.bmp,3,5,,,,
0.3058835,i05_03_5.bmp,3,5,,,,
0.773354925,i05_04_1.bmp,4,5,,,,
0.789971701,i05_04_2.bmp,4,5,,,,
0.764870831,i05_04_3.bmp,4,5,,,,
0.671901513,i05_04_4.bmp,4,5,,,,
0.596336421,i05_04_5.bmp,4,5,,,,
0.772042508,i05_05_1.bmp,5,5,,,,
0.73837005,i05_05_2.bmp,5,5,,,,
0.639366483,i05_05_3.bmp,5,5,,,,
0.512541112,i05_05_4.bmp,5,5,,,,
0.384496555,i05_05_5.bmp,5,5,,,,
0.592750582,i05_06_1.bmp,6,5,,,,
0.527930096,i05_06_2.bmp,6,5,,,,
0.467246234,i05_06_3.bmp,6,5,,,,
0.441007936,i05_06_4.bmp,6,5,,,,
0.325651511,i05_06_5.bmp,6,5,,,,
0.721840769,i05_07_1.bmp,7,5,,,,
0.72087833,i05_07_2.bmp,7,5,,,,
0.616196229,i05_07_3.bmp,7,5,,,,
0.546318276,i05_07_4.bmp,7,5,,,,
0.416519528,i05_07_5.bmp,7,5,,,,
0.739769961,i05_08_1.bmp,8,5,,,,
0.634585843,i05_08_2.bmp,8,5,,,,
0.489986187,i05_08_3.bmp,8,5,,,,
0.364044367,i05_08_4.bmp,8,5,,,,
0.144520767,i05_08_5.bmp,8,5,,,,
0.800729216,i05_09_1.bmp,9,5,,,,
0.800729216,i05_09_2.bmp,9,5,,,,
0.729012446,i05_09_3.bmp,9,5,,,,
0.467246234,i05_09_4.bmp,9,5,,,,
0.161137543,i05_09_5.bmp,9,5,,,,
0.787348301,i05_10_1.bmp,10,5,,,,
0.704463795,i05_10_2.bmp,10,5,,,,
0.640416416,i05_10_3.bmp,10,5,,,,
0.458499656,i05_10_4.bmp,10,5,,,,
0.234604202,i05_10_5.bmp,10,5,,,,
0.790846645,I05_11_1.BMP,11,5,,,,
0.739769961,i05_11_2.bmp,11,5,,,,
0.610679775,i05_11_3.bmp,11,5,,,,
0.491152302,i05_11_4.bmp,11,5,,,,
0.287954308,i05_11_5.bmp,11,5,,,,
0.780351613,i05_12_1.bmp,12,5,,,,
0.793557539,i05_12_2.bmp,12,5,,,,
0.732598284,i05_12_3.bmp,12,5,,,,
0.510276296,i05_12_4.bmp,12,5,,,,
0.35608524,i05_12_5.bmp,12,5,,,,
0.748865082,I05_13_1.BMP,13,5,,,,
0.668403169,i05_13_2.bmp,13,5,,,,
0.463660395,i05_13_3.bmp,13,5,,,,
0.392031119,i05_13_4.bmp,13,5,,,,
0.248320752,i05_13_5.bmp,13,5,,,,
0.815335054,i05_14_1.bmp,14,5,,,,
0.759361549,i05_14_2.bmp,14,5,,,,
0.769856581,i05_14_3.bmp,14,5,,,,
0.714669092,i05_14_4.bmp,14,5,,,,
0.584441477,i05_14_5.bmp,14,5,,,,
0.40270114,i05_15_1.bmp,15,5,,,,
0.409872817,i05_15_2.bmp,15,5,,,,
0.441007936,i05_15_3.bmp,15,5,,,,
0.52461965,i05_15_4.bmp,15,5,,,,
0.516895754,i05_15_5.bmp,15,5,,,,
0.847345117,i05_16_1.bmp,16,5,,,,
0.818658409,i05_16_2.bmp,16,5,,,,
0.766358237,i05_16_3.bmp,16,5,,,,
